Id,Label
35493170,Same Kind of Different As Me: A Modern-Day Slave  an International Art Dealer  and the Unlikely Woman Who Bound Them Together
393309,My Life in France
6761479,What I Talk About When I Talk About Running
22782139,The 7 Habits of Highly Effective People
9160695,Battle Hymn of the Tiger Mother
12396794,Thinking  Fast and Slow
2199,Team of Rivals: The Political Genius of Abraham Lincoln
6515021,Dreams from My Father: Pergulatan Hidup Obama
23418947,Just Mercy: A Story of Justice and Redemption
10176,Dress Your Family in Corduroy and Denim
26889576,The Big Short: Inside the Doomsday Machine
2293666,Nickel and Dimed: On (Not) Getting by in America
1146177,Infidel
19793527,Persepolis I & II
1272465,Persepolis
8117684,Bird by Bird: Some Instructions on Writing and Life
17856316,John Adams
