17204619,      Quiet: The Power of Introverts in a World That Cant Stop Talking,Susan Cain,4.06,11467, non-fiction,4899, psychology,2076, self-help,806, science,651, business,576, audiobook
13628087,      Engelsnacht,Lauren Kate,3.73,4893, young-adult,4062, fantasy,2470, romance,2376, paranormal,2204, angels,801, paranormal-romance
28670512,      When Breath Becomes Air,Paul Kalanithi,4.36,6236, non-fiction,3331, memoir,1674, biography,926, medicine,661, medical,658, audiobook
18244990,      Em Defesa de Jacob,William Landay,3.98,1799, fiction,1505, mystery,692, thriller,421, crime,399, suspense,366, mystery-thriller
13638287,      El lenguaje de las flores,Vanessa Diffenbaugh,4.08,2540, fiction,508, romance,474, contemporary,329, book-club,285, adult-fiction,213, adult
3530970,      Into The Wild: Kisah Tragis Sang Petualang Muda,Jon Krakauer,3.99,8266, non-fiction,2609, biography,1446, adventure,1439, travel,651, classics,499, memoir
24941507,      After You,Anna Acton,3.73,2098, fiction,2032, romance,908, contemporary,867, chick-lit,410, audiobook,393, adult
3192033,      The Notebook,Kathleen S.W.,4.11,7209, romance,3904, fiction,1502, chick-lit,923, contemporary,610, adult,443, adult-fiction
8664867,      Ill Give You the Sun,Jesse Bernstein,4.14,4313, young-adult,2773, contemporary,1875, lgbt,1574, romance,1384, fiction,607, realistic-fiction
1643702,      The Red Tent,Carol Bilger,4.18,5520, historical-fiction,4086, fiction,869, historical,587, religion,380, book-club,291, feminism
1554112,      Little Women,Louis Jambor,4.09,29338, classics,8626, fiction,3191, historical-fiction,2784, young-adult,1648, romance,1206, historical
15784516,      Cloud Atlas,David Mitchell,4.01,5626, fiction,2473, science-fiction,1712, fantasy,1135, historical-fiction,645, dystopia,461, contemporary
29626641,      It Ends with Us,Colleen Hoover,4.4,3388, romance,1782, contemporary,1489, new-adult,936, fiction,443, contemporary-romance,374, adult
20658349,      Heir of Fire,Elizabeth Evans,4.47,10379, fantasy,3999, young-adult,1498, romance,1094, magic,771, young-adult-fantasy,763, new-adult
4602032,      Dead Until Dark,Charlaine Harris,3.96,5354, fantasy,4115, vampires,3365, paranormal,2507, urban-fantasy,2501, romance,2320, fiction
6425811,      The Final Empire,Brandon Sanderson,4.44,23393, fantasy,2603, fiction,1154, epic-fantasy,1149, high-fantasy,808, magic,807, adult
812249,      The Five People You Meet in Heaven: A Fable,Erik Singer,3.94,4899, fiction,803, inspirational,721, contemporary,575, fantasy,398, spirituality,394, classics
13264701,      City of Lost Souls,Cassandra Clare,4.26,7696, fantasy,5586, young-adult,2095, romance,2069, paranormal,1378, urban-fantasy,1135, vampires
17693643,      The 100-Year-Old Man Who Climbed Out the Window and Disappeared,Rod Bradbury,3.82,3466, fiction,1079, humor,632, contemporary,458, historical-fiction,331, audiobook,319, adventure
10896133,      De 100-jarige man die uit het raam klom en verdween,Corry van Bree,3.82,3464, fiction,1078, humor,632, contemporary,458, historical-fiction,331, audiobook,319, adventure
31567834,      Bare for deg,Sylvia Day,4.18,4119, romance,1637, erotica,841, contemporary,751, adult,725, contemporary-romance,509, erotic-romance
18126922,      The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.35,3408, non-fiction,2034, history,856, sports,767, biography,333, audiobook,331, historical
6690798,      The Passage,Dominique Haas,4.03,3223, horror,2421, fiction,1719, science-fiction,1443, fantasy,979, post-apocalyptic,968, vampires
21801144,      Red Rising,Tim Gerard Reynolds,4.24,4935, science-fiction,3120, fantasy,2488, young-adult,2247, dystopia,2178, fiction,547, audiobook
18046714,      Attachments,Rainbow Rowell,3.9,3322, romance,2131, fiction,2115, contemporary,1218, chick-lit,838, adult,512, young-adult
9526373,      La campana de cristal,Sylvia Plath,4.01,11465, classics,7517, fiction,1629, feminism,1004, mental-health,906, psychology,836, literature
456908,      A Tree Grows in Brooklyn,Betty  Smith,4.27,7066, classics,4908, fiction,2267, historical-fiction,1182, young-adult,667, coming-of-age,427, historical
25571957,      A Little Life,Hanya Yanagihara,4.31,4163, fiction,1450, contemporary,753, lgbt,604, literary-fiction,403, adult,286, novels
22023062,      E o Vento Levou,Marilene Tombini,4.3,13399, classics,6295, historical-fiction,5485, fiction,3163, romance,1473, historical,596, war
6479879,      Neverwhere,Neil Gaiman,4.17,17335, fantasy,5062, fiction,2607, urban-fantasy,785, audiobook,780, science-fiction-fantasy,620, science-fiction
2727158,      The Count of Monte Cristo,John Lee,4.26,19359, classics,7197, fiction,2449, historical-fiction,1470, adventure,1229, literature,853, france
4107909,      The Forgotten Garden,Kate Morton,4.14,2562, fiction,2363, historical-fiction,1359, mystery,489, historical,322, australia,285, romance
24762445,      Landline,Rainbow Rowell,3.55,2432, fiction,1938, romance,1759, contemporary,856, adult,677, chick-lit,569, adult-fiction
18622019,      The Kitchen House,Bahni Turpin,4.19,3375, historical-fiction,1611, fiction,414, historical,291, book-club,232, audiobook,141, adult-fiction
29482028,      Will Grayson  Will Grayson,David Levithan,3.77,5562, young-adult,1993, lgbt,1973, contemporary,1751, fiction,1117, romance,611, realistic-fiction
6940844,      One Day,David Nicholls,3.8,2621, fiction,2311, romance,890, contemporary,585, chick-lit,278, adult,250, adult-fiction
2495563,      The Wise Mans Fear,Patrick Rothfuss,4.55,17083, fantasy,2222, fiction,891, epic-fantasy,597, high-fantasy,529, magic,493, science-fiction-fantasy
18974163,      The Princess Bride,William Goldman,4.26,15172, fantasy,5591, fiction,5368, classics,3308, romance,1719, humor,1566, young-adult
12375314,      Snow Flower and the Secret Fan,A. Rahartati Bambang Haryo,4.07,4385, historical-fiction,2967, fiction,918, china,736, historical,427, asia,345, book-club
818588,      The Other Boleyn Girl,Philippa Gregory,4.06,8627, historical-fiction,2434, fiction,1632, historical,960, romance,358, adult,289, british-literature
8915541,      In the Woods,Tana French,3.77,6182, mystery,3029, fiction,1567, thriller,1468, crime,1110, mystery-thriller,623, ireland
29890212,      Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,3.92,5313, non-fiction,3427, memoir,1336, biography,856, audiobook,722, politics,516, biography-memoir
13330610,      Every Day,David Levithan,3.94,3979, young-adult,1961, romance,1699, fantasy,1253, contemporary,1204, fiction,632, lgbt
227232,      The Fellowship of the Ring,J.R.R. Tolkien,4.36,40350, fantasy,10585, classics,9875, fiction,1957, adventure,1424, science-fiction-fantasy,1305, high-fantasy
14565987,      Lets Pretend This Never Happened,Jenny  Lawson,3.88,3039, non-fiction,2405, memoir,2334, humor,707, biography,493, audiobook,392, comedy
22546969,      Unwind,Neal Shusterman,4.17,4348, young-adult,3102, dystopia,1996, science-fiction,1103, fiction,598, fantasy,410, horror
10665531,      Between Shades of Gray,Ruta Sepetys,4.36,6261, historical-fiction,3095, young-adult,1257, fiction,1258, historical,580, war,513, world-war-ii
31925758,      Carry On,Rainbow Rowell,4.22,7706, fantasy,4679, young-adult,2720, lgbt,2361, romance,1219, fiction,775, magic
19487009,      Ugly Love,Colleen Hoover,4.25,3192, romance,2022, new-adult,1390, contemporary,512, contemporary-romance,327, fiction,282, adult
6767555,      The Shining,Stephen King,4.23,15357, horror,5882, fiction,2067, thriller,1214, classics,798, fantasy,762, mystery
15852177,      Obsidian,Laura Ibáñez,4.18,3425, young-adult,2645, paranormal,2490, fantasy,2483, romance,1643, aliens,1166, science-fiction
4515891,      Elegance of the Hedgehog,Alison Anderson,3.77,3316, fiction,542, france,524, contemporary,473, philosophy,256, book-club,231, literary-fiction
25557074,      The Girl with All the Gifts,M.R. Carey,3.94,3668, horror,2337, fiction,2120, science-fiction,1410, zombies,1231, dystopia,777, post-apocalyptic
6681546,      Rebecca ,Joanna David,4.23,11985, classics,5597, fiction,3925, mystery,2097, romance,2081, gothic,1068, historical-fiction
11933547,      Obcy,Maria Zenowicz,3.99,10088, classics,8928, fiction,4756, philosophy,2032, france,1687, literature,1025, novels
12988058,      Steve Jobs,Dylan Baker,4.14,6562, biography,3375, non-fiction,1715, business,483, technology,406, history,369, biography-memoir
8533258,      A Visit from the Goon Squad,Jennifer Egan,3.67,3833, fiction,556, contemporary,537, music,499, short-stories,362, literary-fiction,323, novels
17852024,      I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Christina Lamb,4.12,5871, non-fiction,2451, biography,2119, memoir,1248, feminism,663, autobiography,506, audiobook
25755939,      Una llama entre cenizas,Sabaa Tahir,4.27,10051, fantasy,4735, young-adult,1502, romance,982, fiction,825, dystopia,818, young-adult-fantasy
614959,      Me Talk Pretty One Day,David Sedaris,3.99,4284, non-fiction,4207, humor,2620, memoir,1526, essays,929, short-stories,782, comedy
14361298,      Romeo and Juliet,Josh Stamberg,3.75,26904, classics,9903, plays,6120, fiction,5310, romance,3492, school,3064, drama
28260585,      Queen of Shadows,Sarah J. Maas,4.55,9069, fantasy,3353, young-adult,1554, romance,971, magic,803, new-adult,692, fiction
12484072,      The Last Lecture,Randy Pausch,4.26,3706, non-fiction,1009, memoir,980, biography,607, inspirational,604, self-help,466, philosophy
30518988,      Dark Matter,Blake Crouch,4.09,4712, science-fiction,3338, fiction,2341, thriller,1152, mystery,731, audiobook,574, mystery-thriller
3790927,      Atonement,Josephine Bailey,3.91,5801, fiction,3880, historical-fiction,1470, romance,1391, classics,835, historical,624, war
29918785,      The Woman in Cabin 10,Ruth Ware,3.71,3592, mystery,2195, thriller,2173, fiction,977, mystery-thriller,783, suspense,533, audiobook
10404051,      State of Wonder,Ann Patchett,3.88,2835, fiction,267, contemporary,250, book-club,240, literary-fiction,209, adult-fiction,171, adult
15775502,      De onwaarschijnlijke reis van Harold Fry,Janneke Zwart,3.91,2631, fiction,500, contemporary,250, audiobook,222, book-club,219, adult-fiction,212, british-literature
831563,      Atlas Shrugged  ,Ayn Rand,3.69,3999, classics,2189, philosophy,617, literature,599, politics,395, science-fiction,349, dystopia
10814711,      East of Eden,Richard Poe,4.38,10286, classics,6294, fiction,1270, historical-fiction,948, literature,536, novels,395, american
978273,      A Walk in the Woods,Bill Bryson,4.06,5905, non-fiction,3882, travel,1549, humor,1505, memoir,835, nature,630, adventure
9791,      A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,5904, non-fiction,3881, travel,1548, humor,1504, memoir,835, nature,629, adventure
24760399,      Amor en verso,Colleen Hoover,4.25,3062, romance,1783, new-adult,1668, young-adult,1391, contemporary,472, contemporary-romance,335, fiction
28264824,      Misschien ooit,Colleen Hoover,4.27,2931, romance,2237, new-adult,1365, contemporary,493, young-adult,450, contemporary-romance,299, fiction
1718234,      Dobry omen,Juliusz Garztecki,4.24,17687, fantasy,6264, fiction,3896, humor,1236, urban-fantasy,1146, comedy,947, audiobook
20510036,      The Dinner,Sam Garrett,3.24,2145, fiction,522, mystery,347, thriller,344, contemporary,181, adult,178, audiobook
917806,      The Historian,Elizabeth Kostova,3.79,3758, fiction,3575, historical-fiction,2004, fantasy,1706, horror,1317, mystery,1274, vampires
24484090,      Heaven is for Real,Todd Burpo,4.01,1474, non-fiction,998, christian,440, religion,323, inspirational,284, spirituality,278, memoir
21836856,      Amerikanah,Hi-en Montijn,4.31,5682, fiction,1297, africa,1092, contemporary,655, feminism,608, literary-fiction,538, race
7797909,      Olive Kitteridge,Elizabeth Strout,3.83,3265, fiction,1026, short-stories,345, literary-fiction,272, contemporary,263, book-club,211, adult-fiction
25548681,      The Heir,Kiera Cass,3.77,2831, young-adult,2309, romance,1664, dystopia,952, fantasy,560, fiction,226, audiobook
8598746,      I Am Number Four,Pittacus Lore,3.94,3591, young-adult,2387, fantasy,2017, science-fiction,928, fiction,750, aliens,475, romance
13574640,      The Gunslinger,George Guidall,3.95,11760, fantasy,4094, fiction,3244, horror,1226, science-fiction,696, westerns,486, adventure
249992,      The Stand,Stephen King,4.34,8795, horror,5505, fiction,2584, fantasy,1594, science-fiction,1187, post-apocalyptic,1012, thriller
12606851,      Die Flucht,Stefanie Schäfer,3.52,4116, young-adult,3521, dystopia,1493, romance,889, science-fiction,829, fiction,699, fantasy
18755602,      De verhalenvertelster,Davida van Dijke,4.27,1566, fiction,1358, historical-fiction,302, holocaust,267, historical,240, contemporary,206, adult-fiction
2188936,      Nineteen Minutes,Jodi Picoult,4.13,2413, fiction,607, contemporary,332, chick-lit,297, adult,284, adult-fiction,281, drama
32886468,      Illuminae,Julio Hermoso,4.28,4280, science-fiction,3714, young-adult,975, romance,803, fiction,787, fantasy,501, audiobook
30547569,      Behind Closed Doors,B.A. Paris,3.95,2065, thriller,1499, fiction,1103, mystery,739, suspense,638, mystery-thriller,469, psychological-thriller
4610,      Catch-22,Joseph Heller,3.98,11592, classics,9956, fiction,1736, war,1729, historical-fiction,1385, humor,1239, literature
17230400,      Stardust,Neil Gaiman,4.08,17730, fantasy,3837, fiction,1565, romance,1517, young-adult,872, adventure,675, science-fiction-fantasy
25919033,      Between the World and Me,Ta-Nehisi Coates,4.39,7477, non-fiction,2455, memoir,1587, race,920, audiobook,848, history,775, biography
13226194,      Angelfall,Susan Ee,4.13,4375, fantasy,3821, young-adult,2174, angels,2006, paranormal,1973, dystopia,1329, romance
18214414,      The Silkworm,Robert Galbraith,4.04,4690, mystery,2294, fiction,1429, crime,696, thriller,687, audiobook,633, mystery-thriller
10201688,"      A Child Called ""It""",Dave Pelzer,4.11,2919, non-fiction,1010, memoir,876, biography,429, psychology,337, autobiography,269, abuse
16242237,      Pandemonium,Lauren Oliver,4.05,3490, young-adult,3284, dystopia,1435, romance,647, science-fiction,610, fiction,607, fantasy
32079281,      A Court of Wings and Ruin,Sarah J. Maas,4.44,8884, fantasy,2619, romance,2333, young-adult,2004, new-adult,766, fae,755, fiction
15713573,      Beautiful Ruins,Jess Walter,3.68,2401, fiction,757, historical-fiction,422, italy,381, romance,225, audiobook,202, contemporary
21020526,      Doctor Sleep,Stephen King,4.11,5557, horror,1935, fiction,709, thriller,617, fantasy,384, paranormal,300, audiobook
3672522,      Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Stephen J. Dubner,3.98,10497, non-fiction,4566, economics,2208, business,1181, science,850, psychology,621, sociology
8737825,      Dio di illusioni,Idolina Landolfi,4.09,6011, fiction,2370, mystery,1401, contemporary,796, literary-fiction,736, thriller,626, classics
18134240,      Kafka on the Shore,Haruki Murakami,4.13,5405, fiction,1669, magical-realism,1336, japan,1309, fantasy,1065, japanese-literature,703, contemporary
34369100,      El odio que das,Sonia Verjovsky,4.52,9018, young-adult,5551, fiction,4716, contemporary,1473, audiobook,1331, realistic-fiction,863, race
11323604,      Dune,Frank Herbert,4.23,13576, science-fiction,7091, fiction,4387, fantasy,3462, classics,1326, science-fiction-fantasy,544, space-opera
26117888,      Uprooted,Naomi Novik,4.06,14202, fantasy,2144, young-adult,1831, fiction,1331, romance,1202, magic,666, fairy-tales
1410526,      Persuasion,Claude Julien Rawson,4.14,19506, classics,5174, fiction,4191, romance,1198, historical-fiction,879, literature,781, historical
12692,      Marley & Me,Johnny Heller,4.13,2537, non-fiction,912, animals,903, memoir,547, dogs,524, biography,368, humor
76924,      A Tale of Two Cities,Frederick Busch,3.85,21145, classics,7223, fiction,3356, historical-fiction,1483, literature,847, historical,731, novels
22438129,      Lola and the Boy Next Door,Stephanie Perkins,3.95,3469, young-adult,2854, romance,2451, contemporary,574, chick-lit,468, fiction,336, realistic-fiction
4400,      The Grapes of Wrath,Robert DeMott,3.97,13832, classics,7829, fiction,2411, historical-fiction,1318, literature,696, novels,632, school
30319078,      Truly Madly Guilty,Liane Moriarty,3.57,2190, fiction,580, contemporary,556, chick-lit,425, audiobook,392, mystery,247, adult-fiction
12155648,      The Sense of an Ending,Julian Barnes,3.72,3398, fiction,536, contemporary,438, literary-fiction,294, literature,288, novels,276, british-literature
840935,      One for the Money,Janet Evanovich,4.04,4744, mystery,1900, fiction,1077, humor,1032, chick-lit,761, romance,629, crime
26125637,      A Darker Shade of Magic,V.E. Schwab,4.07,15759, fantasy,2248, young-adult,2130, fiction,1503, magic,942, adult,621, audiobook
7989831,      Orange Is the New Black: My Year in a Womens Prison,Piper Kerman,3.71,3103, non-fiction,1998, memoir,692, biography,433, audiobook,291, biography-memoir,254, autobiography
17931425,      Champion,Marie Lu,4.34,2773, dystopia,2718, young-adult,936, romance,763, science-fiction,563, fantasy,519, fiction
2162717,      The Story of Edgar Sawtelle,David Wroblewski,3.62,1821, fiction,175, animals,173, dogs,142, adult-fiction,124, contemporary,111, coming-of-age
7013314,      Marked,Kristin Cast,3.8,4398, young-adult,3351, vampires,3303, fantasy,2082, paranormal,1127, romance,707, fiction
3397704,      Crime and Punishment,Fyodor Dostoyevsky,4.22,16763, classics,8478, fiction,2236, russia,1872, literature,1657, russian-literature,1027, novels
8474899,      Freedom,Jonathan Franzen,3.76,2968, fiction,358, contemporary,286, novels,261, literary-fiction,233, literature,174, american
18870275,      Mr. Mercedes,Stephen King,3.97,1914, fiction,1773, thriller,1678, horror,1396, mystery,845, crime,428, audiobook
7826803,      Wolf Hall,Hilary Mantel,3.87,6174, historical-fiction,3195, fiction,1162, historical,374, british-literature,275, audiobook,254, literary-fiction
29762865,      Lady Midnight,Patricia Nunes Martínez,4.39,4716, fantasy,2643, young-adult,1101, romance,922, paranormal,714, urban-fantasy,417, young-adult-fantasy
7812662,      Safe Haven,Rebecca Lowman,4.21,2784, romance,1087, fiction,535, chick-lit,462, contemporary,272, adult,186, adult-fiction
23602429,      Les Miserables,Victor Hugo,4.18,16157, classics,5461, fiction,2910, historical-fiction,1127, literature,1014, france,787, historical
15721454,      The Knife of Never Letting Go,Patrick Ness,3.97,4438, young-adult,2247, dystopia,2114, science-fiction,1922, fantasy,1297, fiction,508, adventure
11387464,      In the Garden of Beasts: Love  Terror  and an American Family in Hitlers Berlin,Stephen Hoye,3.84,3885, history,3769, non-fiction,537, world-war-ii,456, historical,425, biography,291, germany
2960,      Adventures of Huckleberry Finn,George Saunders,3.82,21851, classics,9544, fiction,1973, historical-fiction,1651, literature,1642, young-adult,1532, adventure
9887233,      Great Expectations,Charles Dickens,3.78,20532, classics,6922, fiction,1361, literature,1129, historical-fiction,718, school,705, novels
32370233,      The Wrath & the Dawn,Renée Ahdieh,4.11,6386, fantasy,3598, young-adult,2561, romance,1512, retellings,651, fiction,547, young-adult-fantasy
31929978,      Las chicas,Inga Pellisa,3.48,2589, fiction,1293, historical-fiction,306, audiobook,299, contemporary,290, adult,275, literary-fiction
31944115,      Empire of Storms,Elizabeth Evans,4.54,7202, fantasy,2419, young-adult,1491, romance,1125, new-adult,765, magic,583, fiction
2140,      Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.94,7794, non-fiction,3654, psychology,1497, business,1053, science,930, self-help,417, sociology
5831,      Bel Canto,Ann Patchett,3.93,4009, fiction,432, contemporary,379, literary-fiction,323, book-club,260, novels,256, music
99386,      Storm Front,Jim Butcher,3.99,10635, fantasy,5578, urban-fantasy,2554, mystery,2220, fiction,1499, paranormal,976, magic
11254937,      On Writing: A Memoir of the Craft,Stephen King,4.33,6816, non-fiction,5437, writing,1733, memoir,1005, biography,369, reference,331, autobiography
25741605,      Glass Sword,Victoria Aveyard,3.88,4994, fantasy,3040, young-adult,1309, dystopia,737, romance,640, fiction,416, young-adult-fantasy
33535964,      Simon vs The Homosapiens Agenda,Becky Albertalli,4.28,6515, young-adult,4269, contemporary,4201, lgbt,3559, romance,1723, fiction,777, queer
6992933,      Dragonfly in Amber,Diana Gabaldon,4.32,6007, historical-fiction,3411, romance,2746, fantasy,2292, fiction,1803, time-travel,1630, historical
15819613,      Requiem,Lauren Oliver,3.74,2556, young-adult,2469, dystopia,1065, romance,466, science-fiction,455, fiction,453, fantasy
13596725,      On the Road,Jack Kerouac,3.62,5540, classics,5092, fiction,1151, travel,830, literature,553, novels,465, american
25852920,      Pride and Prejudice and Zombies,Jane Austen,3.3,1901, fiction,1752, horror,1472, fantasy,1270, zombies,923, humor,631, romance
15799591,      Code Name Verity,Elizabeth Wein,4.02,5923, historical-fiction,3389, young-adult,1547, fiction,1499, historical,717, war,691, world-war-ii
18777789,      Ignite Me,Tahereh Mafi,4.4,2189, young-adult,2122, dystopia,1347, fantasy,1324, romance,480, science-fiction,433, paranormal
25582367,      Leaving Time,Jodi Picoult,3.96,1361, fiction,483, mystery,244, audiobook,226, contemporary,151, adult-fiction,123, adult
14059705,      The Secret Keeper,Kate Morton,4.13,1912, historical-fiction,1555, fiction,958, mystery,337, historical,275, romance,160, book-club
835664,      A Confederacy of Dunces,John Kennedy Toole,3.89,4811, fiction,1655, classics,1371, humor,455, literature,383, comedy,375, novels
13644829,      In Cold Blood,Truman Capote,4.07,7486, non-fiction,4239, classics,3939, true-crime,2108, crime,1070, mystery,958, history
30973273,      Oprecht,Colleen Hoover,4.22,2490, romance,1652, new-adult,1184, contemporary,377, fiction,324, contemporary-romance,280, young-adult
15769863,      Shadow of Night,Jennifer Ikeda,4.05,4401, fantasy,1486, fiction,1314, romance,1235, paranormal,1227, historical-fiction,904, vampires
643084,      Emma,Steven Marcus,4.01,22976, classics,6078, fiction,4331, romance,1369, historical-fiction,1069, literature,820, historical
12023761,      Murder on the Orient Express,Agatha Christie,4.18,10429, mystery,5080, classics,4427, fiction,2088, crime,1105, mystery-thriller,865, audiobook
17172215,      Wallbanger,Alice Clayton,4.05,3743, romance,1301, contemporary,1110, contemporary-romance,813, humor,721, new-adult,676, adult
15852847,      Wool,Hugh Howey,4.21,3184, science-fiction,1663, fiction,1357, dystopia,905, post-apocalyptic,409, fantasy,254, science-fiction-fantasy
4986731,      Siddhartha,Hilda Rosner,4.03,6653, classics,6547, fiction,3565, philosophy,1246, religion,1237, spirituality,1127, literature
8131377,      Abraham Lincoln  Vampire Hunter,Seth Grahame-Smith,3.7,1513, fiction,1436, fantasy,1427, historical-fiction,1317, horror,940, vampires,535, paranormal
3109,      The Omnivores Dilemma: A Natural History of Four Meals,Michael Pollan,4.17,5401, non-fiction,3191, food,1000, science,947, health,517, history,356, nutrition
15994514,      A Christmas Carol,Charles Dickens,4.06,17286, classics,5814, fiction,2525, christmas,1682, fantasy,906, literature,685, historical-fiction
24200691,      Una brava ragazza,Mary Kubica,3.82,1280, mystery,1237, fiction,1083, thriller,437, mystery-thriller,431, suspense,377, audiobook
37560,      Sense and Sensibility,Laura Engel,4.07,25692, classics,6697, fiction,4814, romance,1552, historical-fiction,1202, literature,885, historical
20638708,      Promettimi che ci sarai,Laura Prandino,4.03,2161, fiction,1076, young-adult,648, historical-fiction,524, contemporary,441, coming-of-age,389, lgbt
18376,      Flowers for Algernon,Daniel Keyes,4.14,6331, fiction,5908, classics,3924, science-fiction,968, young-adult,515, literature,487, psychology
16136132,      Unravel Me,Tahereh Mafi,4.23,2573, young-adult,2468, dystopia,1498, fantasy,1463, romance,560, science-fiction,553, paranormal
11398264,      Born to Run: A Hidden Tribe  Superathletes  and the Greatest Race the World Has Never Seen,Christopher McDougall,4.29,3120, non-fiction,950, sports,497, health,291, fitness,241, adventure,227, science
13558605,      Me and Earl and the Dying Girl,Jesse Andrews,3.55,2705, young-adult,1540, contemporary,817, fiction,494, humor,396, realistic-fiction,157, young-adult-contemporary
8699814,      Her Fearful Symmetry,Audrey Niffenegger,3.26,1989, fiction,688, fantasy,283, paranormal,254, mystery,197, contemporary,197, ghosts
13095696,      Cartas cruzadas,Matuca Fernández de Villavicencio,4.04,2600, young-adult,1797, fiction,967, mystery,855, contemporary,265, realistic-fiction,160, teen
8849222,      Jonathan Strange & Mr Norrell,Susanna Clarke,3.82,10903, fantasy,3700, fiction,2207, historical-fiction,781, historical,710, magic,449, science-fiction-fantasy
10455046,      The Scarlet Letter,Nathaniel Hawthorne,3.41,19898, classics,6953, fiction,2793, historical-fiction,1652, school,1346, literature,812, high-school
15932273,      The Snow Child,Eowyn Ivey,3.98,2581, fiction,1424, historical-fiction,1372, fantasy,848, magical-realism,324, historical,251, fairy-tales
23341,      Running with Scissors,Augusten Burroughs,3.73,2539, memoir,2408, non-fiction,765, biography,669, humor,282, biography-memoir,281, autobiography
26213837,      El camino de los reyes,Brandon Sanderson,4.62,15471, fantasy,1623, fiction,1180, epic-fantasy,730, high-fantasy,442, audiobook,390, science-fiction-fantasy
6645988,      Something Borrowed,Jennifer Wiltsie,3.85,3200, chick-lit,1780, romance,1487, fiction,492, contemporary,272, adult,243, contemporary-romance
16149368,      The Darkest Minds,Alexandra Bracken,4.18,3335, young-adult,2955, dystopia,2003, fantasy,1121, science-fiction,751, romance,573, paranormal
8787895,      We Need To Talk About Kevin,Barbara Rosenblat,4.05,2542, fiction,600, contemporary,448, thriller,308, horror,241, crime,213, drama
2294321,      Moby Dick,Herman Melville,3.51,12506, classics,6243, fiction,1283, literature,841, adventure,616, novels,577, historical-fiction
7781431,      Major Pettigrews Last Stand,Helen Simonson,3.89,2231, fiction,596, romance,269, contemporary,217, british-literature,208, adult-fiction,197, book-club
15766911,      Walking Disaster,Jamie McGuire,4.2,2316, romance,1562, new-adult,655, contemporary,432, contemporary-romance,429, young-adult,370, college
4472,      A Prayer for Owen Meany,John Irving,4.23,4402, fiction,1126, classics,367, contemporary,352, literature,284, literary-fiction,283, novels
29893453,      Crooked Kingdom,Leigh Bardugo,4.58,10574, fantasy,4370, young-adult,957, fiction,811, lgbt,794, young-adult-fantasy,607, romance
18039182,      The Dream Thieves,Maggie Stiefvater,4.23,6175, fantasy,4512, young-adult,1714, paranormal,811, romance,804, fiction,756, magic
4436841,      Firefly Lane,Susan Ericksen,4.08,1389, fiction,711, chick-lit,305, romance,279, contemporary,129, adult-fiction,118, adult
2771120,      Confessions of a Shopaholic - Pengakuan Si Gila Belanja,Ade Dina Sigarlaki,3.65,4882, chick-lit,2255, fiction,1560, romance,803, contemporary,582, humor,366, adult
13548456,      Easy,Tammara Webber,4.08,3525, romance,2806, new-adult,1439, contemporary,1330, young-adult,660, contemporary-romance,550, college
25076514,      The DUFF,Kody Keplinger,3.82,2813, young-adult,1745, romance,1738, contemporary,456, fiction,369, chick-lit,293, high-school
28098329,      My Grandmother Sends Her Regards and Apologises,Henning Koch,4.05,2652, fiction,651, contemporary,407, fantasy,349, humor,311, audiobook,248, adult
6620599,      The Silver Linings Playbook,Matthew Quick,3.99,1926, fiction,901, contemporary,840, romance,373, adult,371, mental-health,269, adult-fiction
6224935,      This is Where I Leave You,Jonathan Tropper,3.88,1866, fiction,397, humor,348, contemporary,170, adult-fiction,134, adult,129, family
26142946,      November 9,Colleen Hoover,4.34,1928, romance,1299, new-adult,994, contemporary,279, young-adult,276, fiction,242, contemporary-romance
477780,      The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.98,7957, non-fiction,2895, business,2292, psychology,820, sociology,724, science,591, self-help
781206,      Watchmen,Dave Gibbons,4.36,9674, graphic-novels,7917, comics,3052, fiction,1452, science-fiction,1228, fantasy,888, graphic-novels-comics
17899356,      Days of Blood and Starlight,Laini Taylor,4.15,6390, fantasy,3619, young-adult,1341, romance,1130, paranormal,1037, angels,752, urban-fantasy
17616607,      The Unbearable Lightness of Being,Richmond Hoxie,4.1,5876, fiction,2812, classics,1359, philosophy,836, literature,763, novels,552, czech-literature
18680717,      The Things They Carried,Bryan Cranston,4.13,3327, fiction,2078, historical-fiction,1472, war,1464, classics,1047, short-stories,745, school
42899,Dark Lover,J.L. Ward,4.18,3979,romance,3632,paranormal,3177,vampires,2912,paranormal-romance,2060,fantasy,1035,urban-fantasy
18334881,      My Brilliant Friend,Ann Goldstein,3.96,3562, fiction,1200, historical-fiction,849, italy,439, italian-literature,346, novels,326, audiobook
36269021,      The Nest,Cynthia DAprix Sweeney,3.42,2144, fiction,532, contemporary,310, audiobook,254, adult-fiction,214, adult,166, literary-fiction
