840935,      One for the Money,Janet Evanovich,4.04,4744, mystery,1900, fiction,1077, humor,1032, chick-lit,761, romance,629, crime
26125637,      A Darker Shade of Magic,V.E. Schwab,4.07,15759, fantasy,2248, young-adult,2130, fiction,1503, magic,942, adult,621, audiobook
7989831,      Orange Is the New Black: My Year in a Womens Prison,Piper Kerman,3.71,3103, non-fiction,1998, memoir,692, biography,433, audiobook,291, biography-memoir,254, autobiography
17931425,      Champion,Marie Lu,4.34,2773, dystopia,2718, young-adult,936, romance,763, science-fiction,563, fantasy,519, fiction
2162717,      The Story of Edgar Sawtelle,David Wroblewski,3.62,1821, fiction,175, animals,173, dogs,142, adult-fiction,124, contemporary,111, coming-of-age
7013314,      Marked,Kristin Cast,3.8,4398, young-adult,3351, vampires,3303, fantasy,2082, paranormal,1127, romance,707, fiction
3397704,      Crime and Punishment,Fyodor Dostoyevsky,4.22,16763, classics,8478, fiction,2236, russia,1872, literature,1657, russian-literature,1027, novels
8474899,      Freedom,Jonathan Franzen,3.76,2968, fiction,358, contemporary,286, novels,261, literary-fiction,233, literature,174, american
18870275,      Mr. Mercedes,Stephen King,3.97,1914, fiction,1773, thriller,1678, horror,1396, mystery,845, crime,428, audiobook
7826803,      Wolf Hall,Hilary Mantel,3.87,6174, historical-fiction,3195, fiction,1162, historical,374, british-literature,275, audiobook,254, literary-fiction
29762865,      Lady Midnight,Patricia Nunes Martínez,4.39,4716, fantasy,2643, young-adult,1101, romance,922, paranormal,714, urban-fantasy,417, young-adult-fantasy
7812662,      Safe Haven,Rebecca Lowman,4.21,2784, romance,1087, fiction,535, chick-lit,462, contemporary,272, adult,186, adult-fiction
23602429,      Les Miserables,Victor Hugo,4.18,16157, classics,5461, fiction,2910, historical-fiction,1127, literature,1014, france,787, historical
15721454,      The Knife of Never Letting Go,Patrick Ness,3.97,4438, young-adult,2247, dystopia,2114, science-fiction,1922, fantasy,1297, fiction,508, adventure
11387464,      In the Garden of Beasts: Love  Terror  and an American Family in Hitlers Berlin,Stephen Hoye,3.84,3885, history,3769, non-fiction,537, world-war-ii,456, historical,425, biography,291, germany
2960,      Adventures of Huckleberry Finn,George Saunders,3.82,21851, classics,9544, fiction,1973, historical-fiction,1651, literature,1642, young-adult,1532, adventure
9887233,      Great Expectations,Charles Dickens,3.78,20532, classics,6922, fiction,1361, literature,1129, historical-fiction,718, school,705, novels
32370233,      The Wrath & the Dawn,Renée Ahdieh,4.11,6386, fantasy,3598, young-adult,2561, romance,1512, retellings,651, fiction,547, young-adult-fantasy
31929978,      Las chicas,Inga Pellisa,3.48,2589, fiction,1293, historical-fiction,306, audiobook,299, contemporary,290, adult,275, literary-fiction
31944115,      Empire of Storms,Elizabeth Evans,4.54,7202, fantasy,2419, young-adult,1491, romance,1125, new-adult,765, magic,583, fiction
2140,      Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.94,7794, non-fiction,3654, psychology,1497, business,1053, science,930, self-help,417, sociology
5831,      Bel Canto,Ann Patchett,3.93,4009, fiction,432, contemporary,379, literary-fiction,323, book-club,260, novels,256, music
99386,      Storm Front,Jim Butcher,3.99,10635, fantasy,5578, urban-fantasy,2554, mystery,2220, fiction,1499, paranormal,976, magic
11254937,      On Writing: A Memoir of the Craft,Stephen King,4.33,6816, non-fiction,5437, writing,1733, memoir,1005, biography,369, reference,331, autobiography
25741605,      Glass Sword,Victoria Aveyard,3.88,4994, fantasy,3040, young-adult,1309, dystopia,737, romance,640, fiction,416, young-adult-fantasy
33535964,      Simon vs The Homosapiens Agenda,Becky Albertalli,4.28,6515, young-adult,4269, contemporary,4201, lgbt,3559, romance,1723, fiction,777, queer
6992933,      Dragonfly in Amber,Diana Gabaldon,4.32,6007, historical-fiction,3411, romance,2746, fantasy,2292, fiction,1803, time-travel,1630, historical
15819613,      Requiem,Lauren Oliver,3.74,2556, young-adult,2469, dystopia,1065, romance,466, science-fiction,455, fiction,453, fantasy
13596725,      On the Road,Jack Kerouac,3.62,5540, classics,5092, fiction,1151, travel,830, literature,553, novels,465, american
25852920,      Pride and Prejudice and Zombies,Jane Austen,3.3,1901, fiction,1752, horror,1472, fantasy,1270, zombies,923, humor,631, romance
15799591,      Code Name Verity,Elizabeth Wein,4.02,5923, historical-fiction,3389, young-adult,1547, fiction,1499, historical,717, war,691, world-war-ii
18777789,      Ignite Me,Tahereh Mafi,4.4,2189, young-adult,2122, dystopia,1347, fantasy,1324, romance,480, science-fiction,433, paranormal
25582367,      Leaving Time,Jodi Picoult,3.96,1361, fiction,483, mystery,244, audiobook,226, contemporary,151, adult-fiction,123, adult
14059705,      The Secret Keeper,Kate Morton,4.13,1912, historical-fiction,1555, fiction,958, mystery,337, historical,275, romance,160, book-club
835664,      A Confederacy of Dunces,John Kennedy Toole,3.89,4811, fiction,1655, classics,1371, humor,455, literature,383, comedy,375, novels
13644829,      In Cold Blood,Truman Capote,4.07,7486, non-fiction,4239, classics,3939, true-crime,2108, crime,1070, mystery,958, history
30973273,      Oprecht,Colleen Hoover,4.22,2490, romance,1652, new-adult,1184, contemporary,377, fiction,324, contemporary-romance,280, young-adult
15769863,      Shadow of Night,Jennifer Ikeda,4.05,4401, fantasy,1486, fiction,1314, romance,1235, paranormal,1227, historical-fiction,904, vampires
643084,      Emma,Steven Marcus,4.01,22976, classics,6078, fiction,4331, romance,1369, historical-fiction,1069, literature,820, historical
12023761,      Murder on the Orient Express,Agatha Christie,4.18,10429, mystery,5080, classics,4427, fiction,2088, crime,1105, mystery-thriller,865, audiobook
17172215,      Wallbanger,Alice Clayton,4.05,3743, romance,1301, contemporary,1110, contemporary-romance,813, humor,721, new-adult,676, adult
15852847,      Wool,Hugh Howey,4.21,3184, science-fiction,1663, fiction,1357, dystopia,905, post-apocalyptic,409, fantasy,254, science-fiction-fantasy
4986731,      Siddhartha,Hilda Rosner,4.03,6653, classics,6547, fiction,3565, philosophy,1246, religion,1237, spirituality,1127, literature
8131377,      Abraham Lincoln  Vampire Hunter,Seth Grahame-Smith,3.7,1513, fiction,1436, fantasy,1427, historical-fiction,1317, horror,940, vampires,535, paranormal
3109,      The Omnivores Dilemma: A Natural History of Four Meals,Michael Pollan,4.17,5401, non-fiction,3191, food,1000, science,947, health,517, history,356, nutrition
15994514,      A Christmas Carol,Charles Dickens,4.06,17286, classics,5814, fiction,2525, christmas,1682, fantasy,906, literature,685, historical-fiction
24200691,      Una brava ragazza,Mary Kubica,3.82,1280, mystery,1237, fiction,1083, thriller,437, mystery-thriller,431, suspense,377, audiobook
37560,      Sense and Sensibility,Laura Engel,4.07,25692, classics,6697, fiction,4814, romance,1552, historical-fiction,1202, literature,885, historical
20638708,      Promettimi che ci sarai,Laura Prandino,4.03,2161, fiction,1076, young-adult,648, historical-fiction,524, contemporary,441, coming-of-age,389, lgbt
18376,      Flowers for Algernon,Daniel Keyes,4.14,6331, fiction,5908, classics,3924, science-fiction,968, young-adult,515, literature,487, psychology
16136132,      Unravel Me,Tahereh Mafi,4.23,2573, young-adult,2468, dystopia,1498, fantasy,1463, romance,560, science-fiction,553, paranormal
11398264,      Born to Run: A Hidden Tribe  Superathletes  and the Greatest Race the World Has Never Seen,Christopher McDougall,4.29,3120, non-fiction,950, sports,497, health,291, fitness,241, adventure,227, science
13558605,      Me and Earl and the Dying Girl,Jesse Andrews,3.55,2705, young-adult,1540, contemporary,817, fiction,494, humor,396, realistic-fiction,157, young-adult-contemporary
8699814,      Her Fearful Symmetry,Audrey Niffenegger,3.26,1989, fiction,688, fantasy,283, paranormal,254, mystery,197, contemporary,197, ghosts
13095696,      Cartas cruzadas,Matuca Fernández de Villavicencio,4.04,2600, young-adult,1797, fiction,967, mystery,855, contemporary,265, realistic-fiction,160, teen
8849222,      Jonathan Strange & Mr Norrell,Susanna Clarke,3.82,10903, fantasy,3700, fiction,2207, historical-fiction,781, historical,710, magic,449, science-fiction-fantasy
10455046,      The Scarlet Letter,Nathaniel Hawthorne,3.41,19898, classics,6953, fiction,2793, historical-fiction,1652, school,1346, literature,812, high-school
15932273,      The Snow Child,Eowyn Ivey,3.98,2581, fiction,1424, historical-fiction,1372, fantasy,848, magical-realism,324, historical,251, fairy-tales
23341,      Running with Scissors,Augusten Burroughs,3.73,2539, memoir,2408, non-fiction,765, biography,669, humor,282, biography-memoir,281, autobiography
26213837,      El camino de los reyes,Brandon Sanderson,4.62,15471, fantasy,1623, fiction,1180, epic-fantasy,730, high-fantasy,442, audiobook,390, science-fiction-fantasy
6645988,      Something Borrowed,Jennifer Wiltsie,3.85,3200, chick-lit,1780, romance,1487, fiction,492, contemporary,272, adult,243, contemporary-romance
16149368,      The Darkest Minds,Alexandra Bracken,4.18,3335, young-adult,2955, dystopia,2003, fantasy,1121, science-fiction,751, romance,573, paranormal
8787895,      We Need To Talk About Kevin,Barbara Rosenblat,4.05,2542, fiction,600, contemporary,448, thriller,308, horror,241, crime,213, drama
2294321,      Moby Dick,Herman Melville,3.51,12506, classics,6243, fiction,1283, literature,841, adventure,616, novels,577, historical-fiction
7781431,      Major Pettigrews Last Stand,Helen Simonson,3.89,2231, fiction,596, romance,269, contemporary,217, british-literature,208, adult-fiction,197, book-club
15766911,      Walking Disaster,Jamie McGuire,4.2,2316, romance,1562, new-adult,655, contemporary,432, contemporary-romance,429, young-adult,370, college
4472,      A Prayer for Owen Meany,John Irving,4.23,4402, fiction,1126, classics,367, contemporary,352, literature,284, literary-fiction,283, novels
29893453,      Crooked Kingdom,Leigh Bardugo,4.58,10574, fantasy,4370, young-adult,957, fiction,811, lgbt,794, young-adult-fantasy,607, romance
18039182,      The Dream Thieves,Maggie Stiefvater,4.23,6175, fantasy,4512, young-adult,1714, paranormal,811, romance,804, fiction,756, magic
4436841,      Firefly Lane,Susan Ericksen,4.08,1389, fiction,711, chick-lit,305, romance,279, contemporary,129, adult-fiction,118, adult
2771120,      Confessions of a Shopaholic - Pengakuan Si Gila Belanja,Ade Dina Sigarlaki,3.65,4882, chick-lit,2255, fiction,1560, romance,803, contemporary,582, humor,366, adult
13548456,      Easy,Tammara Webber,4.08,3525, romance,2806, new-adult,1439, contemporary,1330, young-adult,660, contemporary-romance,550, college
25076514,      The DUFF,Kody Keplinger,3.82,2813, young-adult,1745, romance,1738, contemporary,456, fiction,369, chick-lit,293, high-school
28098329,      My Grandmother Sends Her Regards and Apologises,Henning Koch,4.05,2652, fiction,651, contemporary,407, fantasy,349, humor,311, audiobook,248, adult
6620599,      The Silver Linings Playbook,Matthew Quick,3.99,1926, fiction,901, contemporary,840, romance,373, adult,371, mental-health,269, adult-fiction
6224935,      This is Where I Leave You,Jonathan Tropper,3.88,1866, fiction,397, humor,348, contemporary,170, adult-fiction,134, adult,129, family
26142946,      November 9,Colleen Hoover,4.34,1928, romance,1299, new-adult,994, contemporary,279, young-adult,276, fiction,242, contemporary-romance
477780,      The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.98,7957, non-fiction,2895, business,2292, psychology,820, sociology,724, science,591, self-help
17899356,      Days of Blood and Starlight,Laini Taylor,4.15,6390, fantasy,3619, young-adult,1341, romance,1130, paranormal,1037, angels,752, urban-fantasy
17616607,      The Unbearable Lightness of Being,Richmond Hoxie,4.1,5876, fiction,2812, classics,1359, philosophy,836, literature,763, novels,552, czech-literature
18680717,      The Things They Carried,Bryan Cranston,4.13,3327, fiction,2078, historical-fiction,1472, war,1464, classics,1047, short-stories,745, school
42899,Dark Lover,J.L. Ward,4.18,3979,romance,3632,paranormal,3177,vampires,2912,paranormal-romance,2060,fantasy,1035,urban-fantasy
18334881,      My Brilliant Friend,Ann Goldstein,3.96,3562, fiction,1200, historical-fiction,849, italy,439, italian-literature,346, novels,326, audiobook
36269021,      The Nest,Cynthia DAprix Sweeney,3.42,2144, fiction,532, contemporary,310, audiobook,254, adult-fiction,214, adult,166, literary-fiction
25194192,      The Infinite Sea,Rick Yancey,3.88,2183, young-adult,1460, science-fiction,1243, dystopia,589, aliens,454, fiction,370, fantasy
5243594,      A Million Little Pieces,James Frey,3.65,1149, fiction,147, contemporary,124, psychology,112, biography-memoir,95, adult,89, book-club
24907344,      P.S. I Still Love You,Jenny Han,4.1,3870, young-adult,3436, romance,2863, contemporary,825, fiction,499, audiobook,367, chick-lit
25174281,      Modern Romance: An Investigation,Aziz Ansari,3.82,4292, non-fiction,1417, humor,1161, audiobook,446, romance,368, comedy,343, sociology
17277855,      The Edge of Never,J.A. Redmerski,4.23,2124, romance,1863, new-adult,833, contemporary,464, contemporary-romance,310, young-adult,181, fiction
13535756,      The Age of Miracles,Karen Thompson Walker,3.65,1646, fiction,900, young-adult,822, science-fiction,466, dystopia,302, coming-of-age,209, fantasy
46240,      The Metamorphosis,Malcolm Pasley,3.82,11382, classics,6556, fiction,1540, fantasy,1313, literature,1132, philosophy,1131, short-stories
20982741,      Mans Search for Meaning,Simon Vance,4.36,6038, non-fiction,5242, psychology,4533, philosophy,1798, history,1272, memoir,1247, self-help
2478507,      Stiff: Kehidupan Ganjil Mayat Manusia,Ella Elviana,4.06,7033, non-fiction,3168, science,594, humor,549, medical,478, medicine,477, death
27845654,      Career of Evil,Robert Galbraith,4.2,3471, mystery,1666, fiction,1134, crime,691, thriller,642, audiobook,495, mystery-thriller
10964693,      The Marriage Plot,Jeffrey Eugenides,3.45,2386, fiction,362, contemporary,285, romance,280, literary-fiction,204, novels,170, audiobook
12758895,      Ive Got Your Number,Sophie Kinsella,3.94,2983, chick-lit,2116, romance,956, fiction,929, contemporary,416, humor,388, adult
16047148,      La corsa delle onde,Maria Concetta Scotto di Santillo,4.07,4420, fantasy,3291, young-adult,861, romance,626, fiction,478, mythology,369, audiobook
906735,      Dear John,Nicholas Sparks,4.03,3468, romance,1442, fiction,676, chick-lit,562, contemporary,303, adult,197, adult-fiction
26530982,      Fates and Furies,Lauren Groff,3.57,2450, fiction,451, contemporary,371, literary-fiction,200, audiobook,176, adult-fiction,176, adult
17307791,      Lean In: Women  Work  and the Will to Lead,Sheryl Sandberg,3.95,3203, non-fiction,1817, business,857, feminism,623, self-help,578, leadership,302, womens
29426188,      The Couple Next Door,Shari Lapena,3.78,1676, mystery,1627, thriller,1424, fiction,658, mystery-thriller,571, suspense,379, audiobook
9862267,      A Dogs Purpose,W. Bruce Cameron,4.34,1299, fiction,637, animals,439, dogs,245, contemporary,115, adult,112, fantasy
9814048,      Oryx and Crake,Campbell Scott,4.01,4144, fiction,3341, science-fiction,2115, dystopia,891, post-apocalyptic,756, fantasy,519, canada
50793,      Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,4.18,6857, non-fiction,1400, adventure,1208, memoir,934, travel,737, biography,674, history
8153566,      The Iron King,Julie Kagawa,3.9,5647, fantasy,3872, young-adult,1508, romance,1259, paranormal,893, fae,687, fairies
16153521,      Isla and the Happily Ever After,Stephanie Perkins,4.03,2588, young-adult,2160, romance,2071, contemporary,356, chick-lit,339, fiction,254, young-adult-contemporary
25701206,      The Forty Rules of Love,Elif Shafak,4.13,782, fiction,363, novels,358, historical-fiction,143, romance,124, philosophy,116, turkish-literature
7919138,      Shantaram,Vincenzo Mingiardi,4.25,2241, fiction,737, india,398, travel,256, adventure,195, contemporary,187, novels
6610497,      Lamb: The Gospel According to Biff  Christs Childhood Pal,Christopher Moore,4.24,2731, fiction,2292, humor,794, historical-fiction,712, fantasy,573, religion,522, comedy
8136642,      Half Broke Horses,Jeannette Walls,4.06,806, memoir,799, non-fiction,415, biography,163, book-club,147, historical,138, biography-memoir
17727802,      Steelheart,Brandon Sanderson,4.14,4597, fantasy,2171, young-adult,1662, science-fiction,895, dystopia,849, fiction,474, urban-fantasy
24611432,      The Young Elites,Marie Lu,3.89,5222, fantasy,2992, young-adult,756, dystopia,575, romance,460, magic,444, fiction
16170580,      Eisige Wellen,Henning Ahrens,3.98,9453, fantasy,4501, young-adult,1257, romance,867, magic,834, young-adult-fantasy,771, fiction
8584853,      Last Sacrifice,Richelle Mead,4.39,3615, young-adult,3016, vampires,2619, fantasy,1980, paranormal,1528, romance,741, urban-fantasy
22561351,      Fairest,Marissa Meyer,3.98,2979, fantasy,2893, young-adult,1642, science-fiction,823, retellings,624, dystopia,504, fiction
13508897,      Reached,Ally Condie,3.56,2876, young-adult,2600, dystopia,1057, romance,676, science-fiction,615, fiction,507, fantasy
10801493,      Austenland,Katherine Kellgren,3.55,1673, romance,1318, fiction,1018, chick-lit,464, contemporary,302, adult,258, adult-fiction
15801710,      Reconstructing Amelia,Kimberly McCreight,3.83,1169, mystery,1102, fiction,459, thriller,366, young-adult,318, mystery-thriller,243, contemporary
29976645,      The Sun Is Also a Star,Nicola Yoon,4.06,4004, young-adult,2835, romance,2504, contemporary,1384, fiction,506, audiobook,498, realistic-fiction
18371690,      Hyperbole and a Half: Unfortunate Situations  Flawed Coping Mechanisms  Mayhem  and Other Things That Happened,Allie Brosh,4.15,2875, humor,2672, non-fiction,2061, graphic-novels,1408, memoir,1086, comics,451, comedy
25644601,      Grey,E.L. James,3.79,1331, romance,537, erotica,418, bdsm,368, fiction,258, adult,246, contemporary
26708461,      In a Dark  Dark Wood,Ruth Ware,3.7,2185, mystery,1588, thriller,1441, fiction,678, mystery-thriller,544, suspense,365, audiobook
9598224,      A Clockwork Orange,Anthony Burgess,3.99,8108, classics,6748, fiction,2736, science-fiction,2183, dystopia,801, literature,662, novels
24789156,      The Girl in the Spiders Web,Stieg Larsson,3.77,1453, fiction,1120, mystery,954, thriller,595, crime,276, mystery-thriller,266, audiobook
23666442,      The Golem and the Jinni,George Guidall,4.08,6108, fantasy,2267, historical-fiction,2041, fiction,642, magical-realism,629, historical,364, audiobook
25460,      Animal  Vegetable  Miracle: A Year of Food Life,Richard A. Houser,4.04,2510, non-fiction,1649, food,796, memoir,258, gardening,206, health,150, environment
7549331,      Shadow Kiss,Richelle Mead,4.34,4358, young-adult,3540, vampires,3178, fantasy,2312, paranormal,1798, romance,881, urban-fantasy
6201694,      Heart of Darkness  with eBook,Scott Brick,3.43,10720, classics,6391, fiction,1225, literature,995, africa,896, historical-fiction,817, school
8013959,      Frostbite,Richelle Mead,4.27,4650, young-adult,3728, vampires,3476, fantasy,2491, paranormal,1879, romance,938, urban-fantasy
21122552,      The One Plus One,Jojo Moyes,3.95,1290, fiction,1169, romance,682, chick-lit,517, contemporary,259, adult,177, adult-fiction
7968732,      Crescendo,Becca Fitzpatrick,4.03,2844, young-adult,2303, fantasy,1836, angels,1577, paranormal,1540, romance,595, paranormal-romance
28930418,      Salt to the Sea,Ruta Sepetys,4.35,5887, historical-fiction,2577, young-adult,1199, historical,1109, fiction,576, world-war-ii,527, war
36297703,      The Sun also Rises,Ernest Hemingway,3.82,7915, classics,5366, fiction,953, literature,550, novels,440, american,391, historical-fiction
17283039,      Warm Bodies,Isaac Marion,3.92,232, romance,164, fiction,151, science-fiction,124, horror,124, apocalyptic,102, adult-fiction
29489519,      The Winners Curse,Marie Rutkoski,3.97,4989, fantasy,3261, young-adult,1915, romance,566, dystopia,467, young-adult-fantasy,422, fiction
27829330,      The Crown,Kiera Cass,3.76,2050, young-adult,1738, romance,1126, dystopia,692, fantasy,426, fiction,179, audiobook
33623844,      Caraval,Stephanie Garber,3.95,6972, fantasy,3356, young-adult,1461, romance,780, fiction,662, magic,619, young-adult-fantasy
2388688,      People of the Book,Edwina Wren,4.02,2717, historical-fiction,2299, fiction,437, historical,431, books-about-books,314, mystery,223, book-club
12609434,      The Power Of Habit: Why We Do What We Do In Life And Business,Charles Duhigg,4.11,5793, non-fiction,3311, psychology,3104, self-help,2001, business,972, personal-development,692, productivity
33916215,      Into the Water,Laura Aikman,3.58,2383, mystery,1945, fiction,1761, thriller,741, mystery-thriller,512, audiobook,464, suspense
13516621,      The Lies of Locke Lamora,Michael Page,4.27,15307, fantasy,1927, fiction,691, adventure,509, adult,494, high-fantasy,471, epic-fantasy
7706931,      House Rules,Jodi Picoult,4.02,1487, fiction,350, mystery,299, contemporary,178, adult-fiction,161, adult,148, chick-lit
821872,      The Namesake,Jhumpa Lahiri,3.99,3817, fiction,878, india,382, contemporary,294, literary-fiction,255, novels,199, indian-literature
8498800,      Perfect Chemistry,Roxanne Hernandez,4.06,3300, romance,3011, young-adult,1329, contemporary,355, contemporary-romance,348, high-school,345, fiction
8526530,      The Short Second Life of Bree Tanner: An Eclipse Novella,Emma Galvin,3.51,2861, young-adult,2509, fantasy,1865, vampires,1131, paranormal,793, fiction,566, romance
856990,      Angelas Ashes: A Memoir of a Childhood,Frank McCourt,4.11,3529, non-fiction,2762, memoir,1624, biography,722, classics,696, ireland,551, autobiography
17742043,      We Are All Completely Beside Ourselves,Karen Joy Fowler,3.71,2056, fiction,469, contemporary,267, literary-fiction,157, adult-fiction,140, animals,139, book-club
2409290,      Le Secret,Rhonda Byrne,3.69,1690, self-help,1509, non-fiction,493, spirituality,330, psychology,259, philosophy,238, personal-development
31567923,      Gjenspeilet i deg,Sylvia Day,4.32,2786, romance,1066, erotica,556, contemporary,541, contemporary-romance,520, adult,408, erotic-romance
20717571,      Joyland,Stephen King,3.9,1467, horror,1350, mystery,1306, fiction,547, thriller,444, crime,195, mystery-thriller
12782014,      The Color Purple,Alice Walker,4.22,7037, classics,6509, fiction,3079, historical-fiction,1354, feminism,742, historical,735, lgbt
22718800,      Ruin and Rising,Leigh Bardugo,4.09,8042, fantasy,3775, young-adult,1103, romance,732, young-adult-fantasy,687, magic,679, fiction
19445849,      Armada,Wil Wheaton,3.53,2280, science-fiction,1108, fiction,536, young-adult,482, audiobook,323, fantasy,219, science-fiction-fantasy
33123552,      Born a Crime and Other Stories,Trevor Noah,4.45,6672, non-fiction,4116, memoir,2567, biography,1955, audiobook,896, humor,845, autobiography
10278922,      Rules of Civility,Rebecca Lowman,4.04,2355, fiction,2221, historical-fiction,343, historical,224, new-york,184, book-club,184, literary-fiction
829959,      The History of Love,Nicole Krauss,3.92,2587, fiction,524, historical-fiction,400, romance,341, contemporary,196, novels,186, literary-fiction
31567930,      Knyttet til deg,Sylvia Day,4.19,2167, romance,800, erotica,430, contemporary,418, contemporary-romance,399, adult,304, erotic-romance
75576,      Can You Keep a Secret?,Sophie Kinsella,3.84,4289, chick-lit,2584, romance,1376, fiction,1094, contemporary,528, humor,471, contemporary-romance
16475300,      Poison Study,Maria V. Snyder,4.11,9216, fantasy,2783, young-adult,1673, romance,1214, magic,863, fiction,478, paranormal
13272661,      The Statistical Probability of Love at First Sight,Jennifer E. Smith,3.78,2452, young-adult,2069, romance,1429, contemporary,424, fiction,326, realistic-fiction,304, chick-lit
824361,      The God of Small Things,Arundhati Roy,3.94,4804, fiction,1357, india,656, historical-fiction,463, contemporary,402, novels,388, indian-literature
10996342,      The Art of Fielding,Chad Harbach,3.98,2120, fiction,545, sports,410, baseball,231, contemporary,193, literary-fiction,133, audiobook
6376689,      Gone,Michael  Grant,3.86,2829, young-adult,1506, dystopia,1103, science-fiction,1038, fantasy,614, fiction,295, paranormal
18685697,      The Interestings,Meg Wolitzer,3.58,2044, fiction,279, contemporary,217, literary-fiction,154, audiobook,151, adult-fiction,132, novels
10642301,      The Lord of the Rings,J.R.R. Tolkien,4.5,16810, fantasy,5006, classics,4985, fiction,715, adventure,644, science-fiction-fantasy,450, epic-fantasy
31456476,      A Gentleman in Moscow,Amor Towles,4.34,5336, historical-fiction,4743, fiction,869, russia,779, historical,474, audiobook,425, book-club
26030521,      Pretty Girls,Karin Slaughter,3.99,1672, thriller,1377, mystery,915, fiction,634, mystery-thriller,448, audiobook,431, crime
8149123,      A Reliable Wife,Robert Goolrick,3.26,1140, fiction,1004, historical-fiction,191, mystery,191, historical,167, romance,118, book-club
2891804,      World Without End,Ken Follett,4.26,4606, historical-fiction,2104, fiction,764, historical,207, medieval,178, british-literature,174, audiobook
25394092,      The Raven King,Maggie Stiefvater,4.25,4880, fantasy,2966, young-adult,1115, paranormal,887, lgbt,731, romance,614, fiction
12941791,      The Best of Me,Nicholas Sparks,3.94,1595, romance,696, fiction,319, chick-lit,221, contemporary,160, adult,112, adult-fiction
7747691,      The Hero of Ages,Brandon Sanderson,4.48,13322, fantasy,1382, fiction,814, epic-fantasy,642, high-fantasy,366, magic,352, adult
25804717,      Luckiest Girl Alive,Jessica Knoll,3.5,1080, fiction,598, mystery,526, thriller,268, contemporary,237, mystery-thriller,231, audiobook
11981747,      The Lucky One,Nicholas Sparks,4.12,2800, romance,1029, fiction,488, chick-lit,424, contemporary,264, adult,184, contemporary-romance
15757582,      The No. 1 Ladies Detective Agency,Alexander McCall Smith,3.79,3818, mystery,2721, fiction,1028, africa,404, crime,273, mystery-thriller,220, botswana
759920,      The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,4580, fiction,1501, historical-fiction,372, novels,359, literature,326, historical,307, literary-fiction
13612929,      Pretties,Scott Westerfeld,3.85,4531, young-adult,2728, dystopia,1806, science-fiction,1091, fiction,909, fantasy,488, romance
22587958,      A Marca de Todas as Coisas,Elizabeth Gilbert,3.84,1782, fiction,1512, historical-fiction,264, historical,206, audiobook,118, adult-fiction,107, literary-fiction
13129429,      Behind the Beautiful Forevers: Life  Death  and Hope in a Mumbai Undercity,Katherine Boo,3.98,3402, non-fiction,856, india,281, history,200, asia,181, poverty,141, book-club
22738044,      Cuatro,Veronica Roth,4.03,2182, young-adult,1767, dystopia,656, fiction,646, science-fiction,532, fantasy,445, short-stories
950839,      Redeeming Love,Francine Rivers,4.49,1464, christian-fiction,1259, christian,1165, fiction,1074, romance,1044, historical-fiction,331, historical
3104033,      The Pact,Jodi Picoult,4.01,1905, fiction,468, romance,415, contemporary,316, chick-lit,251, drama,198, adult-fiction
437143,      A Short History of Nearly Everything,Bill Bryson,4.2,8162, non-fiction,6271, science,4929, history,530, audiobook,372, humor,247, popular-science
9277751,      Fire,Kristin Cashore,4.1,7508, fantasy,3513, young-adult,1150, romance,737, fiction,487, adventure,483, young-adult-fantasy
23489811,      Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.43,3950, non-fiction,1149, medicine,1141, science,669, health,632, medical,326, philosophy
34962698,      Homegoing,Yaa Gyasi,4.45,4123, historical-fiction,3978, fiction,1109, africa,734, historical,477, literary-fiction,359, audiobook
959645,      Hamlet,William Shakespeare,4.02,18217, classics,9144, plays,4315, fiction,2990, drama,2080, school,1321, literature
12106940,      Dead Ever After,Charlaine Harris,3.47,1289, fantasy,1062, vampires,899, paranormal,722, urban-fantasy,556, fiction,537, romance
885847,      Their Eyes Were Watching God,Zora Neale Hurston,3.94,5831, classics,5111, fiction,1356, historical-fiction,800, school,645, african-american,579, literature
4502877,      Midnight Sun 2008 Draft,Stephenie Meyer,4.02,2102, young-adult,1563, fantasy,1534, vampires,1211, romance,900, paranormal,501, fiction
561641,      A Long Way Gone,Ishmael Beah,4.15,2306, non-fiction,1391, memoir,845, africa,682, biography,491, war,356, history
8676995,      Winter Garden,Kristin Hannah,4.18,1363, historical-fiction,1184, fiction,272, chick-lit,213, historical,175, contemporary,160, russia
10863144,      Shes Come Undone,Wally Lamb,3.88,3036, fiction,310, contemporary,239, chick-lit,207, adult-fiction,162, novels,160, coming-of-age
17829836,      Oniks,Jennifer L. Armentrout,4.28,2268, young-adult,1811, paranormal,1656, romance,1561, fantasy,1297, aliens,768, science-fiction
26715561,      Saga  Vol. 1,Fiona Staples,4.18,8106, graphic-novels,6062, comics,3798, fantasy,2346, science-fiction,1046, fiction,900, graphic-novels-comics
7048800,      The Particular Sadness of Lemon Cake,Aimee Bender,3.23,1585, fiction,798, magical-realism,387, fantasy,251, contemporary,192, adult-fiction,182, food
6983932,      When You Are Engulfed in Flames,David Sedaris,4.06,2333, humor,1941, non-fiction,1140, memoir,933, essays,528, short-stories,369, comedy
